x,y,z
7.7281656,-0.013945156,-8.445116
5.5425177,5.9559197,-5.756289
5.620078,5.7802625,-5.9215536
2.8133044,8.37511,3.0564792
1.4959129,4.490678,8.081931
4.7200155,7.668243,-3.647858
5.8153443,5.320425,-6.320527
8.5179825,-2.4820507,-8.1529455
8.243796,-1.6341757,-8.349966
6.825017,2.684752,-7.896392
12.286399,-6.361197,3.715953
20.30193,4.559506,-2.1957078
24.550331,-6.712837,-3.0026531
24.408348,-4.9078026,-4.1583343
22.633509,-0.02457372,-3.7931433
-10.1477995,8.539294,3.2201276
-16.427145,-6.912869,-2.4054163
-11.690124,2.8208778,7.1799297
-11.11059,5.4115696,6.322121
-8.999022,8.723092,4.332794
3.3836534,6.6346073,1.461635
-13.035058,-6.4836493,5.5270724
-4.075241,-3.723808,-5.835073
14.50604,2.7923973,6.83251
20.667728,3.983495,-2.5657814
6.1193147,4.571667,-6.883647
21.69374,2.1533217,-3.3784509
13.628996,-0.56273174,7.129139
23.864439,-3.3403194,-4.076452
22.571913,0.13454571,-3.7725732
22.535751,0.22337207,-3.7606425
23.422422,-2.1117191,-4.002673
14.2183485,1.7800008,7.0424833
17.285816,6.8227267,2.151576
10.936101,-7.9157753,-2.071995
10.294731,-7.112105,-4.3486714
6.4717607,3.6590073,-7.446576
3.6894298,9.215674,-0.37851816
4.4984612,8.110031,-3.0220716
5.2699304,6.5354004,-5.089445
9.768857,-5.6228957,-6.310932
8.303137,-1.8179955,-8.321557
6.9689355,2.277213,-8.050443
4.6606307,7.790955,-3.4874494
1.5464665,4.701465,7.910263
5.4375043,6.18189,-5.5019975
20.687784,3.9505868,-2.5852158
24.045416,-3.847399,-4.1054125
24.50982,-6.7742257,-2.8497326
14.379083,2.3495045,6.9294906
13.2321825,-2.3614144,6.6909633
-5.7261157,1.2285999,-9.405829
-8.096895,8.645193,-4.589732
-7.8525906,8.727146,-4.7464023
-4.207368,-3.4234443,-6.382002
-7.2317667,9.111095,-4.9346757
3.8593223,6.614908,-0.2320765
8.33826,-5.98158,-5.7939777
0.03756846,-3.7019014,9.714781
-3.7342467,-6.3142614,-8.085022
20.7151,3.90387,-2.611713
17.306362,6.8292584,2.1146393
24.60479,-6.455144,-3.3581412
22.679813,-0.14536396,-3.8077142
23.640121,-2.7131567,-4.0400133
21.25095,2.9870117,-3.0728154
15.334535,4.891991,5.676112
16.502258,6.4023376,3.5915608
13.186293,-2.578466,6.589123
14.3472185,2.239458,6.954969
10.645737,-7.656223,-3.1577375
6.8393044,2.6446173,-7.913444
1.7617044,5.483143,7.1301975
2.2226715,6.822422,5.681336
7.04735,2.0489752,-8.118457
9.510445,-5.057602,-6.800132
8.513693,-2.4688303,-8.157504
7.7386537,-0.048539564,-8.444773
3.579192,9.271481,0.01937568
2.9353387,8.5702505,2.568404
1.9030832,5.9643097,6.61045
16.174374,6.1415815,4.1990604
24.566696,-5.5612125,-4.0190797
24.60354,-5.843767,-3.8719041
24.584503,-5.6688867,-3.9698148
9.811136,-5.760885,-6.1707406
5.620494,5.7923822,-5.9449377
-8.571456,9.298326,-3.0957537
-9.427222,9.577106,0.12436387
-8.942292,9.593297,0.98287034
-9.323962,8.490176,4.485925
-13.40609,-6.220394,4.737517
-13.12137,-3.5571556,5.8009043
-21.57293,2.8336575,-2.2190175
-7.417852,7.1282763,-6.721424
10.081774,-6.5886164,-5.203176
24.137367,-4.1053143,-4.121466
23.046621,-1.1022321,-3.9134376
24.418173,-4.9347115,-4.1595035
18.219767,6.7337475,0.5593894
14.508028,2.7737937,6.811955
11.938885,-7.283434,2.2263937
10.397834,-7.2896314,-4.0091667
14.934808,3.98633,6.28787
15.159938,4.525316,5.9546003
13.262433,-2.2202628,6.7413683
8.070561,-1.0892179,-8.403347
3.740252,9.180787,-0.55827564
2.2966151,7.200261,5.113776
7.033016,2.0908275,-8.106827
11.717473,-7.6733685,1.25694
9.316399,-4.6250896,-7.094515
10.884487,-7.889282,-2.2723231
12.345788,-6.175515,3.9672093
5.4177814,6.2235117,-5.4535556
7.545587,0.5510804,-8.417383
10.515586,-7.4777527,-3.6106462
24.200603,-4.2861943,-4.132645
24.584467,-6.608974,-3.1748223
23.453062,-2.1950703,-4.0082903
22.292435,0.81649476,-3.6635902
-2.5830648,-9.393963,-3.6758664
-2.4863715,-9.538686,-3.1617913
-7.837569,8.165906,-5.370927
-7.04732,6.007983,-7.6748233
-13.907702,-6.1458645,3.5621579
-21.447048,2.4874785,-2.554784
-21.05276,1.4229391,-3.5013196
-21.602226,2.9155455,-2.1373386
-18.220282,-4.6161113,-4.524889
8.358745,-1.9894136,-8.293217
17.148102,6.769015,2.3990483
23.341928,-1.8861468,-3.9871
18.484367,6.5883784,0.14438306
16.078304,6.0441113,4.3747215
10.692058,-7.7117944,-2.9944236
4.0933113,8.781964,-1.7538713
10.996681,-7.9372873,-1.8267292
13.449884,-1.3646791,6.96347
15.992221,5.943525,4.5318313
13.46328,-1.3036764,6.976293
12.106054,-6.8832803,2.9510298
6.636965,3.2055867,-7.6641054
4.184006,8.650107,-2.049011
9.006982,-3.9001741,-7.523043
10.915732,-7.9066715,-2.1504393
12.2912445,-6.3488593,3.7328482
13.405429,-1.5662723,6.919483
13.631376,-0.5519141,7.133467
14.083108,1.2750876,7.1114874
0.5514326,-0.5093258,10.152857
11.765884,-7.6040792,1.4684423
18.127676,6.767523,0.7073085
24.336107,-4.688004,-4.1406617
24.008959,-3.7451403,-4.0995846
12.027009,-7.0840497,2.6091938
15.386881,4.9943476,5.589757
-2.2414362,-9.831686,-1.8416448
-0.7420189,-7.8893733,6.58229
-7.468582,7.2689548,-6.5652795
-17.510767,-5.7330966,-3.9460053
-21.50479,2.6453393,-2.4031594
-22.409391,5.6052465,2.2774587
-22.283644,4.880711,0.021557743
-14.561955,-6.9175324,1.7672141
-6.3830833,3.6918864,-8.835568
13.574136,-0.8049852,7.0843225
13.666404,-0.3977937,7.1544633
14.6928625,3.3334959,6.6054306
11.400083,-7.8947425,-0.12537237
5.079971,6.930488,-4.601425
5.7774673,5.4109344,-6.245203
6.218897,4.3194866,-7.053234
12.092357,-6.9189196,2.8919
12.535568,-5.490861,4.6959133
13.865917,0.43144643,7.1785316
11.812559,-7.5249543,1.6719264
7.648861,0.23276319,-8.4420805
4.2784495,8.495462,-2.3532202
7.6520896,0.22232243,-8.442434
12.0656805,-6.9870563,2.7766755
12.488266,-5.6774507,4.5246434
14.763988,3.535397,6.516584
19.536066,5.599435,-1.310186
13.829038,0.28166682,7.1811156
2.3461754,7.31587,4.9346027
-10.721902,6.838706,5.3503113
8.716689,-3.0757844,-7.9272466
12.201472,-6.618258,3.3580046
7.4778895,0.7584481,-8.388405
12.697974,-4.8238525,5.261824
-5.13982,-1.0339301,-9.555261
-6.6742864,4.7455006,-8.41361
-13.397707,-4.379597,5.0972514
-14.663699,-7.016743,1.491661
-19.495958,-2.2233248,-4.937092
-22.227333,4.713364,-0.16789675
-21.435448,2.4547155,-2.5847619
-16.121542,-7.109146,-1.845623
-15.672783,-7.252094,-0.9160502
2.3843586,6.979935,5.482761
13.294266,-2.0684888,6.7951603
18.415169,6.6344433,0.25148043
12.15438,-6.752451,3.1579998
12.05726,-7.0092974,2.7402244
9.608278,-5.2768598,-6.625697
2.838869,8.419561,2.953778
7.499998,0.69095516,-8.398535
8.365766,-2.0122335,-8.286033
11.307966,-7.9249315,-0.5193114
12.415704,-5.947274,4.251355
